ID,Result,Score,Moves,Completed
3437,Won,1099,209,8
3438,Won,911,397,8
3439,Won,-963,2271,8
3440,Lost,620,183,3
3441,Won,1099,209,8
3442,Won,1075,233,8
3443,Lost,646,157,3
3444,Won,1079,229,8
3445,Won,141,1167,8
3446,Won,351,957,8
3447,Lost,530,71,1
3448,Lost,595,107,2
3449,Won,-775,2083,8
3450,Won,997,311,8
3451,Lost,583,119,2
3452,Lost,500,101,1
3453,Lost,464,137,1
3454,Lost,585,117,2
3455,Won,-17,1325,8
3456,Lost,563,139,2
3457,Won,837,471,8
3458,Won,-243,1551,8
3459,Won,1067,241,8
3460,Lost,509,193,2
3461,Lost,545,157,2
3462,Lost,458,749,7
3463,Lost,642,161,3
3464,Won,225,1083,8
3465,Won,1019,289,8
3466,Lost,741,163,4
3467,Lost,525,177,2
3468,Won,1079,229,8
3469,Lost,697,207,4
3470,Won,1037,271,8
3471,Lost,488,113,1
3472,Lost,480,121,1
3473,Won,343,965,8
3474,Lost,468,133,1
3475,Lost,417,83,0
3476,Won,1031,277,8
3477,Lost,389,111,0
3478,Lost,743,161,4
3479,Lost,640,163,3
3480,Lost,439,61,0
3481,Lost,429,71,0
3482,Won,1009,299,8
3483,Won,1029,279,8
3484,Won,-293,1601,8
3485,Lost,409,91,0
3486,Won,975,333,8
3487,Lost,403,97,0
3488,Lost,723,181,4
3489,Won,189,1119,8
3490,Won,981,327,8
3491,Lost,636,167,3
3492,Lost,632,171,3
3493,Won,1089,219,8
3494,Lost,579,123,2
3495,Lost,638,165,3
3496,Lost,492,109,1
3497,Lost,506,95,1
3498,Won,1069,239,8
3499,Lost,557,145,2
3500,Lost,381,119,0
3501,Lost,646,157,3
3502,Won,1013,295,8
3503,Lost,537,165,2
3504,Won,145,1163,8
3505,Won,383,925,8
3506,Lost,401,99,0
3507,Lost,525,177,2
3508,Won,149,1159,8
3509,Won,1099,209,8
3510,Lost,417,83,0
3511,Won,671,637,8
3512,Won,829,479,8
3513,Lost,579,123,2
3514,Won,1065,243,8
3515,Lost,464,137,1
3516,Lost,729,175,4
3517,Lost,568,235,3
3518,Won,611,697,8
3519,Won,1089,219,8
3520,Won,1061,247,8
3521,Lost,559,143,2
3522,Lost,466,135,1
3523,Lost,577,125,2
3524,Lost,670,133,3
3525,Lost,409,91,0
3526,Won,1069,239,8
3527,Lost,784,423,7
3528,Won,845,463,8
3529,Won,1087,221,8
3530,Won,1067,241,8
3531,Won,349,959,8
3532,Lost,661,243,4
3533,Lost,427,73,0
3534,Lost,379,121,0
3535,Won,473,835,8
3536,Lost,401,99,0
3537,Lost,642,161,3
3538,Lost,644,159,3
3539,Lost,496,105,1
3540,Won,1071,237,8
3541,Won,1057,251,8
3542,Won,735,573,8
3543,Lost,421,79,0
3544,Lost,495,207,2
3545,Lost,310,897,7
3546,Lost,748,257,5
3547,Won,905,403,8
3548,Won,469,839,8
3549,Lost,381,119,0
3550,Lost,402,199,1
3551,Won,-133,1441,8
3552,Won,1041,267,8
3553,Won,1059,249,8
3554,Won,1035,273,8
3555,Won,1057,251,8
3556,Lost,553,149,2
3557,Lost,575,127,2
3558,Lost,671,233,4
3559,Won,-17,1325,8
3560,Won,977,331,8
3561,Won,671,637,8
3562,Won,293,1015,8
3563,Won,541,767,8
3564,Won,413,895,8
3565,Won,1095,213,8
3566,Won,1045,263,8
3567,Lost,547,155,2
3568,Won,-5,1313,8
3569,Lost,646,157,3
3570,Lost,482,119,1
3571,Won,371,937,8
3572,Won,-479,1787,8
3573,Lost,417,83,0
3574,Lost,627,277,4
3575,Lost,757,147,4
3576,Lost,515,187,2
3577,Lost,660,143,3
3578,Lost,431,69,0
3579,Won,-109,1417,8
3580,Lost,405,95,0
3581,Won,1001,307,8
3582,Won,987,321,8
3583,Won,259,1049,8
3584,Won,705,603,8
3585,Won,-699,2007,8
3586,Won,797,511,8
3587,Lost,476,125,1
3588,Lost,575,127,2
3589,Lost,557,145,2
3590,Won,519,789,8
3591,Won,-35,1343,8
3592,Lost,478,123,1
3593,Won,865,443,8
3594,Lost,567,135,2
3595,Lost,494,107,1
3596,Lost,419,81,0
3597,Lost,16,1191,7
3598,Won,67,1241,8
3599,Won,883,425,8
3600,Won,459,849,8
3601,Won,1025,283,8
3602,Lost,527,175,2
3603,Won,665,643,8
3604,Won,1043,265,8
3605,Won,713,595,8
3606,Lost,500,101,1
3607,Won,1069,239,8
3608,Won,1043,265,8
3609,Won,931,377,8
3610,Won,1053,255,8
3611,Lost,502,99,1
3612,Lost,422,179,1
3613,Lost,514,87,1
3614,Won,219,1089,8
3615,Won,-207,1515,8
3616,Won,1071,237,8
3617,Lost,509,193,2
3618,Won,1093,215,8
3619,Lost,136,1071,7
3620,Lost,458,143,1
3621,Lost,470,131,1
3622,Won,391,917,8
3623,Lost,490,111,1
3624,Lost,413,87,0
3625,Won,841,467,8
3626,Lost,527,175,2
3627,Won,51,1257,8
3628,Lost,419,81,0
3629,Won,843,465,8
3630,Lost,751,153,4
3631,Won,201,1107,8
3632,Lost,407,93,0
3633,Won,477,831,8
3634,Lost,551,151,2
3635,Won,945,363,8
3636,Won,1079,229,8
3637,Won,807,501,8
3638,Lost,510,91,1
3639,Lost,417,83,0
3640,Won,181,1127,8
3641,Won,1053,255,8
3642,Won,511,797,8
3643,Lost,458,143,1
3644,Lost,671,233,4
3645,Lost,506,95,1
3646,Won,1077,231,8
3647,Lost,524,77,1
3648,Won,649,659,8
3649,Lost,438,163,1
3650,Lost,599,103,2
3651,Won,1041,267,8
3652,Lost,563,139,2
3653,Won,1069,239,8
3654,Won,1073,235,8
3655,Lost,535,167,2
3656,Lost,660,143,3
3657,Lost,502,99,1
3658,Won,785,523,8
3659,Won,633,675,8
3660,Won,1067,241,8
3661,Lost,407,93,0
3662,Lost,466,135,1
3663,Lost,672,131,3
3664,Won,1053,255,8
3665,Lost,682,121,3
3666,Won,1053,255,8
3667,Won,931,377,8
3668,Lost,508,93,1
3669,Lost,589,113,2
3670,Lost,520,81,1
3671,Won,987,321,8
3672,Won,417,891,8
3673,Lost,622,181,3
3674,Won,1091,217,8
3675,Lost,482,119,1
3676,Lost,494,107,1
3677,Lost,593,109,2
3678,Lost,595,107,2
3679,Lost,371,129,0
3680,Lost,488,113,1
3681,Won,1055,253,8
3682,Lost,482,119,1
3683,Lost,650,153,3
3684,Lost,389,111,0
3685,Lost,389,111,0
3686,Lost,814,393,7
3687,Lost,407,93,0
3688,Won,659,649,8
3689,Lost,644,159,3
3690,Lost,575,127,2
3691,Lost,685,219,4
3692,Won,1085,223,8
3693,Lost,488,113,1
3694,Lost,547,155,2
3695,Won,1079,229,8
3696,Won,947,361,8
3697,Lost,389,111,0
3698,Lost,678,125,3
3699,Won,1107,201,8
3700,Won,817,491,8
3701,Lost,441,59,0
3702,Won,365,943,8
3703,Won,1037,271,8
3704,Won,1103,205,8
3705,Won,1027,281,8
3706,Lost,597,105,2
3707,Won,387,921,8
3708,Won,783,525,8
3709,Lost,415,85,0
3710,Lost,573,129,2
3711,Won,1063,245,8
3712,Lost,466,135,1
3713,Won,911,397,8
3714,Lost,634,169,3
3715,Lost,527,175,2
3716,Lost,591,111,2
3717,Lost,664,139,3
3718,Lost,418,183,1
3719,Won,401,907,8
3720,Lost,492,109,1
3721,Lost,629,275,4
3722,Lost,610,193,3
3723,Lost,753,151,4
3724,Won,977,331,8
3725,Lost,536,267,3
3726,Lost,375,125,0
3727,Lost,543,159,2
3728,Won,1011,297,8
3729,Lost,498,103,1
3730,Won,537,771,8
3731,Won,997,311,8
3732,Won,1073,235,8
3733,Lost,612,191,3
3734,Won,-127,1435,8
3735,Lost,553,149,2
3736,Won,419,889,8
3737,Lost,812,193,5
3738,Won,1015,293,8
3739,Won,601,707,8
3740,Won,799,509,8
3741,Won,-553,1861,8
3742,Lost,628,175,3
3743,Won,511,797,8
3744,Won,391,917,8
3745,Won,649,659,8
3746,Won,459,849,8
3747,Lost,391,109,0
3748,Lost,595,107,2
3749,Won,97,1211,8
3750,Lost,648,155,3
3751,Lost,670,133,3
3752,Lost,612,191,3
3753,Won,967,341,8
3754,Won,1071,237,8
3755,Lost,555,147,2
3756,Lost,563,139,2
3757,Won,1065,243,8
3758,Lost,403,97,0
3759,Lost,462,139,1
3760,Won,547,761,8
3761,Lost,589,113,2
3762,Won,7,1301,8
3763,Won,1019,289,8
3764,Won,955,353,8
3765,Lost,670,133,3
3766,Lost,731,173,4
3767,Lost,604,199,3
3768,Lost,755,149,4
3769,Won,1027,281,8
3770,Lost,652,151,3
3771,Lost,972,235,7
3772,Won,599,709,8
3773,Won,781,527,8
3774,Won,353,955,8
3775,Lost,599,103,2
3776,Won,1085,223,8
3777,Lost,519,183,2
3778,Won,537,771,8
3779,Lost,476,125,1
3780,Won,475,833,8
3781,Won,1079,229,8
3782,Won,551,757,8
3783,Won,669,639,8
3784,Lost,411,89,0
3785,Won,971,337,8
3786,Lost,488,113,1
3787,Lost,563,139,2
3788,Lost,577,125,2
3789,Won,473,835,8
3790,Lost,954,253,7
3791,Won,951,357,8
3792,Lost,589,113,2
3793,Won,673,635,8
3794,Won,479,829,8
3795,Won,1073,235,8
3796,Lost,589,113,2
3797,Won,-885,2193,8
3798,Won,1077,231,8
3799,Won,1027,281,8
3800,Lost,490,111,1
3801,Lost,630,173,3
3802,Won,855,453,8
3803,Won,1049,259,8
3804,Lost,486,115,1
3805,Won,1073,235,8
3806,Won,-37,1345,8
3807,Lost,650,153,3
3808,Lost,667,237,4
3809,Won,239,1069,8
3810,Lost,379,121,0
3811,Lost,569,133,2
3812,Won,601,707,8
3813,Won,-231,1539,8
3814,Lost,585,117,2
3815,Lost,414,187,1
3816,Won,1065,243,8
3817,Won,1083,225,8
3818,Lost,667,237,4
3819,Lost,369,131,0
3820,Won,719,589,8
3821,Lost,474,127,1
3822,Lost,765,139,4
3823,Lost,393,107,0
3824,Won,85,1223,8
3825,Won,429,879,8
3826,Lost,541,161,2
3827,Lost,642,161,3
3828,Won,663,645,8
3829,Lost,666,137,3
3830,Lost,575,127,2
3831,Won,339,969,8
3832,Won,351,957,8
3833,Won,933,375,8
3834,Won,549,759,8
3835,Won,727,581,8
3836,Won,1063,245,8
3837,Won,1059,249,8
3838,Won,1045,263,8
3839,Lost,498,103,1
3840,Lost,575,127,2
3841,Won,383,925,8
3842,Won,365,943,8
3843,Won,645,663,8
3844,Won,279,1029,8
3845,Lost,498,103,1
3846,Lost,486,115,1
3847,Lost,462,139,1
3848,Lost,470,131,1
3849,Lost,737,167,4
3850,Lost,594,209,3
3851,Lost,606,197,3
3852,Won,1079,229,8
3853,Won,609,699,8
3854,Won,-35,1343,8
3855,Lost,405,95,0
3856,Won,1071,237,8
3857,Lost,401,99,0
3858,Won,1069,239,8
3859,Won,1073,235,8
3860,Lost,844,363,7
3861,Lost,-1722,2929,7
3862,Won,1067,241,8
3863,Won,607,701,8
3864,Lost,484,117,1
3865,Lost,533,169,2
3866,Won,689,619,8
3867,Lost,638,165,3
3868,Lost,690,113,3
3869,Lost,409,91,0
3870,Lost,433,269,2
3871,Lost,490,111,1
3872,Won,1025,283,8
3873,Won,453,855,8
3874,Won,1025,283,8
3875,Won,551,757,8
3876,Lost,630,173,3
3877,Lost,437,63,0
3878,Won,1017,291,8
3879,Won,973,335,8
3880,Lost,504,97,1
3881,Lost,672,131,3
3882,Lost,579,123,2
3883,Won,1063,245,8
3884,Won,231,1077,8
3885,Lost,658,145,3
3886,Won,1035,273,8
3887,Lost,564,239,3
3888,Lost,610,193,3
3889,Lost,488,113,1
3890,Won,1023,285,8
3891,Lost,397,103,0
3892,Won,679,629,8
3893,Won,617,691,8
3894,Lost,571,131,2
3895,Lost,515,187,2
3896,Won,1069,239,8
3897,Lost,705,199,4
3898,Won,-143,1451,8
3899,Lost,419,81,0
3900,Lost,575,127,2
3901,Lost,579,123,2
3902,Won,87,1221,8
3903,Lost,395,105,0
3904,Won,973,335,8
3905,Lost,480,121,1
3906,Won,863,445,8
3907,Lost,405,95,0
3908,Lost,514,289,3
3909,Won,1053,255,8
3910,Lost,429,71,0
3911,Lost,482,119,1
3912,Lost,656,147,3
3913,Lost,496,105,1
3914,Won,1021,287,8
3915,Won,733,575,8
3916,Lost,611,91,2
3917,Won,517,791,8
3918,Lost,634,169,3
3919,Won,373,935,8
3920,Won,591,717,8
3921,Won,715,593,8
3922,Lost,668,135,3
3923,Lost,468,133,1
3924,Won,293,1015,8
3925,Won,1081,227,8
3926,Won,1073,235,8
3927,Won,-439,1747,8
3928,Won,1015,293,8
3929,Lost,478,123,1
3930,Won,11,1297,8
3931,Won,797,511,8
3932,Won,1077,231,8
3933,Won,89,1219,8
3934,Won,-679,1987,8
3935,Won,391,917,8
3936,Lost,405,95,0
3937,Lost,654,149,3
3938,Lost,496,105,1
3939,Lost,739,165,4
3940,Lost,676,127,3
3941,Lost,729,175,4
3942,Won,421,887,8
3943,Lost,498,103,1
3944,Lost,600,203,3
3945,Lost,506,95,1
3946,Lost,591,111,2
3947,Lost,506,95,1
3948,Lost,557,145,2
3949,Lost,409,91,0
3950,Won,733,575,8
3951,Won,721,587,8
3952,Lost,591,111,2
3953,Won,-471,1779,8
3954,Won,291,1017,8
3955,Won,789,519,8
3956,Won,1085,223,8
3957,Lost,415,85,0
3958,Won,1089,219,8
3959,Lost,684,523,7
3960,Won,1033,275,8
3961,Won,-607,1915,8
3962,Won,-179,1487,8
3963,Won,-245,1553,8
3964,Lost,587,115,2
3965,Won,221,1087,8
3966,Lost,496,105,1
3967,Lost,504,97,1
3968,Lost,456,145,1
3969,Won,369,939,8
3970,Lost,607,95,2
3971,Lost,397,103,0
3972,Lost,562,241,3
3973,Lost,514,87,1
3974,Lost,490,111,1
3975,Lost,296,911,7
3976,Won,847,461,8
3977,Lost,385,115,0
3978,Lost,517,185,2
3979,Lost,476,125,1
3980,Lost,541,161,2
3981,Won,465,843,8
3982,Lost,748,257,5
3983,Won,797,511,8
3984,Lost,565,137,2
3985,Won,-167,1475,8
3986,Lost,650,153,3
3987,Lost,751,153,4
3988,Won,-7,1315,8
3989,Won,583,725,8
3990,Lost,491,211,2
3991,Lost,534,269,3
3992,Won,1095,213,8
3993,Won,283,1025,8
3994,Won,1079,229,8
3995,Lost,484,117,1
3996,Lost,-1288,2495,7
3997,Lost,496,105,1
3998,Won,213,1095,8
3999,Lost,260,947,7
4000,Lost,569,133,2
4001,Lost,353,147,0
4002,Won,443,865,8
4003,Won,1077,231,8
4004,Lost,757,147,4
4005,Won,395,913,8
4006,Won,1035,273,8
4007,Lost,733,171,4
4008,Lost,525,177,2
4009,Lost,395,105,0
4010,Lost,508,93,1
4011,Won,825,483,8
4012,Won,-539,1847,8
4013,Lost,409,91,0
4014,Lost,492,109,1
4015,Lost,741,163,4
4016,Won,1073,235,8
4017,Won,183,1125,8
4018,Won,-319,1627,8
4019,Lost,533,169,2
4020,Won,43,1265,8
4021,Won,-7,1315,8
4022,Won,1031,277,8
4023,Lost,553,149,2
4024,Won,1075,233,8
4025,Lost,429,71,0
4026,Won,117,1191,8
4027,Lost,482,119,1
4028,Lost,610,193,3
4029,Lost,537,165,2
4030,Won,735,573,8
4031,Won,1055,253,8
4032,Lost,492,109,1
4033,Won,949,359,8
4034,Lost,535,167,2
4035,Won,159,1149,8
4036,Won,1059,249,8
4037,Won,827,481,8
4038,Won,1087,221,8
4039,Lost,575,127,2
4040,Won,505,803,8
4041,Lost,575,127,2
4042,Lost,421,79,0
4043,Lost,397,103,0
4044,Lost,403,97,0
4045,Lost,512,291,3
4046,Won,1071,237,8
4047,Lost,577,125,2
4048,Lost,579,123,2
4049,Won,753,555,8
4050,Won,1011,297,8
4051,Won,507,801,8
4052,Lost,691,213,4
4053,Lost,660,143,3
4054,Won,-373,1681,8
4055,Won,1087,221,8
4056,Won,1081,227,8
4057,Won,805,503,8
4058,Won,283,1025,8
4059,Lost,557,145,2
4060,Lost,391,109,0
4061,Lost,648,155,3
4062,Won,819,489,8
4063,Lost,419,81,0
4064,Won,919,389,8
4065,Won,71,1237,8
4066,Lost,401,99,0
4067,Won,869,439,8
4068,Lost,389,111,0
4069,Won,1053,255,8
4070,Won,85,1223,8
4071,Won,1075,233,8
4072,Lost,401,99,0
4073,Lost,371,129,0
4074,Lost,597,105,2
4075,Lost,676,127,3
4076,Lost,727,177,4
4077,Lost,-590,1797,7
4078,Lost,742,465,7
4079,Lost,571,131,2
4080,Won,941,367,8
4081,Lost,737,167,4
4082,Lost,510,91,1
4083,Lost,409,91,0
4084,Won,433,875,8
4085,Won,229,1079,8
4086,Won,929,379,8
4087,Won,-31,1339,8
4088,Lost,478,123,1
4089,Lost,654,149,3
4090,Lost,379,121,0
4091,Lost,502,99,1
4092,Won,1039,269,8
4093,Won,675,633,8
4094,Lost,669,235,4
4095,Lost,685,219,4
4096,Won,561,747,8
4097,Won,53,1255,8
4098,Lost,571,131,2
4099,Won,1025,283,8
4100,Lost,602,201,3
4101,Won,1069,239,8
4102,Lost,533,169,2
4103,Won,-911,2219,8
4104,Lost,579,123,2
4105,Lost,970,237,7
4106,Won,207,1101,8
4107,Lost,541,161,2
4108,Won,417,891,8
4109,Lost,437,63,0
4110,Won,739,569,8
4111,Won,117,1191,8
4112,Won,979,329,8
4113,Lost,557,145,2
4114,Won,929,379,8
4115,Won,421,887,8
4116,Won,157,1151,8
4117,Won,475,833,8
4118,Lost,662,141,3
4119,Won,1075,233,8
4120,Won,277,1031,8
4121,Won,45,1263,8
4122,Lost,393,107,0
4123,Lost,472,129,1
4124,Lost,498,103,1
4125,Won,783,525,8
4126,Lost,648,155,3
4127,Won,693,615,8
4128,Lost,568,235,3
4129,Won,583,725,8
4130,Lost,458,143,1
4131,Lost,613,89,2
4132,Lost,693,211,4
4133,Won,375,933,8
4134,Won,573,735,8
4135,Lost,645,259,4
4136,Lost,120,1087,7
4137,Lost,705,199,4
4138,Lost,482,119,1
4139,Won,311,997,8
4140,Won,295,1013,8
4141,Lost,745,159,4
4142,Won,443,865,8
4143,Lost,646,157,3
4144,Lost,555,147,2
4145,Lost,563,139,2
4146,Lost,486,115,1
4147,Lost,460,141,1
4148,Lost,650,153,3
4149,Lost,472,129,1
4150,Lost,512,89,1
4151,Won,1081,227,8
4152,Won,1067,241,8
4153,Lost,488,113,1
4154,Won,991,317,8
4155,Lost,397,103,0
4156,Won,417,891,8
4157,Won,725,583,8
4158,Won,803,505,8
4159,Lost,581,121,2
4160,Lost,615,87,2
4161,Lost,484,117,1
4162,Lost,490,111,1
4163,Won,1063,245,8
4164,Lost,508,93,1
4165,Lost,421,79,0
4166,Lost,484,117,1
4167,Lost,440,767,7
4168,Lost,411,89,0
4169,Won,47,1261,8
4170,Lost,444,157,1
4171,Lost,395,105,0
4172,Won,1047,261,8
4173,Won,697,611,8
4174,Won,-385,1693,8
4175,Won,1073,235,8
4176,Won,631,677,8
4177,Lost,429,71,0
4178,Won,807,501,8
4179,Won,1073,235,8
4180,Won,-887,2195,8
4181,Won,1059,249,8
4182,Won,1079,229,8
4183,Won,575,733,8
4184,Lost,468,133,1
4185,Lost,377,123,0
4186,Won,887,421,8
4187,Lost,414,187,1
4188,Lost,391,109,0
4189,Won,-21,1329,8
4190,Won,103,1205,8
4191,Lost,500,101,1
4192,Lost,513,189,2
4193,Won,1045,263,8
4194,Lost,626,177,3
4195,Won,-63,1371,8
4196,Lost,448,153,1
4197,Won,257,1051,8
4198,Lost,561,141,2
4199,Lost,492,109,1
4200,Lost,454,147,1
4201,Won,333,975,8
4202,Won,-115,1423,8
4203,Won,1033,275,8
4204,Won,585,723,8
4205,Won,391,917,8
4206,Lost,627,277,4
4207,Won,1051,257,8
4208,Won,1091,217,8
4209,Lost,503,199,2
4210,Lost,565,137,2
4211,Lost,636,167,3
4212,Won,373,935,8
4213,Lost,454,147,1
4214,Lost,381,119,0
4215,Lost,454,147,1
4216,Lost,412,189,1
4217,Won,1079,229,8
4218,Lost,585,117,2
4219,Lost,484,117,1
4220,Won,1025,283,8
4221,Lost,759,145,4
4222,Won,1071,237,8
4223,Lost,573,129,2
4224,Won,1019,289,8
4225,Lost,727,177,4
4226,Won,349,959,8
4227,Won,1033,275,8
4228,Won,541,767,8
4229,Won,655,653,8
4230,Won,463,845,8
4231,Lost,733,171,4
4232,Won,499,809,8
4233,Won,1059,249,8
4234,Lost,-332,1539,7
4235,Won,373,935,8
4236,Won,1013,295,8
4237,Won,459,849,8
4238,Lost,-934,2141,7
4239,Lost,688,115,3
4240,Lost,555,349,4
4241,Lost,533,169,2
4242,Won,563,745,8
4243,Won,-311,1619,8
4244,Lost,508,93,1
4245,Lost,573,129,2
4246,Won,723,585,8
4247,Lost,634,169,3
4248,Lost,555,147,2
4249,Won,-97,1405,8
4250,Won,1027,281,8
4251,Lost,405,95,0
4252,Won,699,609,8
4253,Won,1059,249,8
4254,Lost,484,117,1
4255,Lost,646,157,3
4256,Won,521,787,8
4257,Lost,555,147,2
4258,Won,-59,1367,8
4259,Won,621,687,8
4260,Lost,547,155,2
4261,Won,335,973,8
4262,Won,1051,257,8
4263,Lost,498,103,1
4264,Won,1075,233,8
4265,Lost,470,131,1
4266,Won,1035,273,8
4267,Won,269,1039,8
4268,Won,1047,261,8
4269,Won,873,435,8
4270,Won,1059,249,8
4271,Won,625,683,8
4272,Lost,429,71,0
4273,Won,1075,233,8
4274,Lost,529,173,2
4275,Won,-571,1879,8
4276,Lost,646,157,3
4277,Lost,678,125,3
4278,Lost,415,85,0
4279,Lost,409,91,0
4280,Won,1083,225,8
4281,Won,433,875,8
4282,Won,577,731,8
4283,Won,653,655,8
4284,Won,1003,305,8
4285,Won,1077,231,8
4286,Won,539,769,8
4287,Lost,492,109,1
4288,Won,561,747,8
4289,Lost,468,133,1
4290,Won,9,1299,8
4291,Lost,579,123,2
4292,Won,1069,239,8
4293,Won,1035,273,8
4294,Lost,473,229,2
4295,Won,749,559,8
4296,Lost,411,89,0
4297,Won,1025,283,8
4298,Won,-311,1619,8
4299,Won,1069,239,8
4300,Lost,401,99,0
4301,Won,1055,253,8
4302,Won,701,607,8
4303,Lost,500,101,1
4304,Lost,498,103,1
4305,Won,973,335,8
4306,Lost,440,161,1
4307,Lost,634,169,3
4308,Won,765,543,8
4309,Lost,584,219,3
4310,Won,1071,237,8
4311,Won,1033,275,8
4312,Won,1057,251,8
4313,Won,403,905,8
4314,Won,941,367,8
4315,Won,257,1051,8
4316,Lost,543,159,2
4317,Lost,573,129,2
4318,Won,1085,223,8
4319,Won,957,351,8
4320,Lost,583,119,2
4321,Won,735,573,8
4322,Lost,344,863,7
4323,Lost,573,129,2
4324,Lost,581,121,2
4325,Lost,618,185,3
4326,Won,155,1153,8
4327,Lost,640,163,3
4328,Won,-97,1405,8
4329,Won,1069,239,8
4330,Won,903,405,8
4331,Lost,549,153,2
4332,Lost,648,155,3
4333,Won,987,321,8
4334,Lost,395,105,0
4335,Won,311,997,8
4336,Lost,646,157,3
4337,Won,993,315,8
4338,Lost,413,87,0
4339,Lost,632,171,3
4340,Won,-1393,2701,8
4341,Won,1045,263,8
4342,Lost,403,97,0
4343,Won,991,317,8
4344,Won,-291,1599,8
4345,Lost,494,107,1
4346,Lost,757,147,4
4347,Won,1061,247,8
4348,Lost,751,153,4
4349,Won,1019,289,8
4350,Lost,476,125,1
4351,Lost,657,247,4
4352,Won,1001,307,8
4353,Won,1079,229,8
4354,Lost,616,187,3
4355,Lost,490,111,1
4356,Lost,399,101,0
4357,Lost,581,121,2
4358,Lost,646,157,3
4359,Won,-7,1315,8
4360,Won,179,1129,8
4361,Won,955,353,8
4362,Lost,658,145,3
4363,Won,261,1047,8
4364,Lost,968,239,7
4365,Won,941,367,8
4366,Lost,482,119,1
4367,Lost,591,111,2
4368,Lost,409,91,0
4369,Won,1095,213,8
4370,Won,1085,223,8
4371,Lost,399,101,0
4372,Lost,409,91,0
4373,Lost,415,85,0
4374,Lost,383,117,0
4375,Won,955,353,8
4376,Lost,494,107,1
4377,Won,885,423,8
4378,Won,963,345,8
4379,Lost,389,111,0
4380,Lost,520,81,1
4381,Lost,579,123,2
4382,Lost,561,141,2
4383,Won,1025,283,8
4384,Lost,642,161,3
4385,Lost,405,95,0
4386,Won,455,853,8
4387,Lost,622,181,3
4388,Won,591,717,8
4389,Lost,583,119,2
4390,Lost,683,221,4
4391,Won,-957,2265,8
4392,Lost,583,119,2
4393,Won,637,671,8
4394,Won,-73,1381,8
4395,Lost,405,95,0
4396,Lost,468,133,1
4397,Won,839,469,8
4398,Won,207,1101,8
4399,Won,-1121,2429,8
4400,Won,741,567,8
4401,Won,905,403,8
4402,Lost,593,109,2
4403,Lost,409,91,0
4404,Won,941,367,8
4405,Won,791,517,8
4406,Won,623,685,8
4407,Lost,472,129,1
4408,Won,613,695,8
4409,Won,123,1185,8
4410,Won,347,961,8
4411,Won,799,509,8
4412,Won,1069,239,8
4413,Lost,506,95,1
4414,Won,1083,225,8
4415,Lost,646,157,3
4416,Lost,672,131,3
4417,Won,1029,279,8
4418,Won,985,323,8
4419,Won,-209,1517,8
4420,Lost,768,237,5
4421,Won,1049,259,8
4422,Won,519,789,8
4423,Lost,565,137,2
4424,Won,1071,237,8
4425,Lost,599,103,2
4426,Won,1071,237,8
4427,Lost,464,137,1
4428,Lost,650,153,3
4429,Won,711,597,8
4430,Lost,644,159,3
4431,Lost,539,163,2
4432,Lost,545,157,2
4433,Won,225,1083,8
4434,Won,819,489,8
4435,Won,1039,269,8
4436,Won,541,767,8
4437,Won,-309,1617,8
4438,Lost,480,121,1
4439,Won,1077,231,8
4440,Won,-103,1411,8
4441,Won,-2013,3321,8
4442,Won,925,383,8
4443,Lost,470,131,1
4444,Won,331,977,8
4445,Lost,579,123,2
4446,Won,977,331,8
4447,Lost,405,95,0
4448,Lost,500,101,1
4449,Won,1001,307,8
4450,Won,919,389,8
4451,Lost,900,307,7
4452,Lost,456,145,1
4453,Won,1091,217,8
4454,Lost,575,127,2
4455,Lost,612,191,3
4456,Lost,405,95,0
4457,Won,1039,269,8
4458,Lost,486,115,1
4459,Lost,490,111,1
4460,Lost,444,157,1
4461,Won,-429,1737,8
4462,Lost,573,129,2
4463,Lost,510,91,1
4464,Won,381,927,8
4465,Won,405,903,8
4466,Won,-347,1655,8
4467,Won,283,1025,8
4468,Lost,423,77,0
4469,Lost,488,113,1
4470,Won,669,639,8
4471,Won,1091,217,8
4472,Won,1061,247,8
4473,Lost,583,119,2
4474,Won,1071,237,8
4475,Won,-109,1417,8
4476,Lost,450,151,1
4477,Won,709,599,8
4478,Lost,395,105,0
4479,Lost,427,73,0
4480,Won,1049,259,8
4481,Lost,508,93,1
4482,Won,1077,231,8
4483,Lost,399,101,0
4484,Lost,599,103,2
4485,Won,1079,229,8
4486,Won,981,327,8
4487,Lost,518,83,1
4488,Won,1083,225,8
4489,Lost,723,181,4
4490,Won,565,743,8
4491,Lost,236,971,7
4492,Won,1021,287,8
4493,Lost,504,97,1
4494,Lost,80,1127,7
4495,Lost,662,141,3
4496,Lost,391,109,0
4497,Won,1019,289,8
4498,Lost,462,139,1
4499,Lost,581,121,2
4500,Won,261,1047,8
4501,Lost,496,105,1
4502,Won,787,521,8
4503,Won,1027,281,8
4504,Won,1095,213,8
4505,Won,987,321,8
4506,Lost,549,153,2
4507,Lost,502,99,1
4508,Lost,692,111,3
4509,Won,703,605,8
4510,Lost,549,153,2
4511,Lost,680,123,3
4512,Won,1067,241,8
4513,Lost,539,163,2
4514,Won,927,381,8
4515,Won,529,779,8
4516,Won,1085,223,8
4517,Won,1063,245,8
4518,Lost,577,125,2
4519,Won,757,551,8
4520,Lost,656,147,3
4521,Lost,816,189,5
4522,Lost,482,119,1
4523,Lost,474,127,1
